ID;Tag;Kategória;Štúdium;Autor;Otázka;Obmena 1;Obmena 2;Obmena 3;Obmena 4;Odpoveď 1;Odpoveď 2;Odpoveď 3
;;Erazmus;;JM;Kde nájdem informácie o partnerských školách na erasmus?;Info o partnerských školách na erasmus?;Partnerské školy na erasmus?;Ktoré sú partnerské školy na erasme?;Na aké školy môžem ísť na erasmus?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/stranka/vseobecne-infomacie;;
;;Akademický rok;;JM;Kedy začína akademický rok?;Začiatok akademického roka?;Dátum začiatku akademického roka?;Termín začiatku akademického roka?;Prvý deň akademického roka?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je zápis do 1. ročníka bakalárskeho štúdia?;Termín zápisu pre 1. ročníka bakalárskeho štúdia?;Dátum zápisu pre 1. ročníka bakalárskeho štúdia?;Ďen zápisu pre 1. ročníka bakalárskeho štúdia?;Zápis pre 1. ročníka bakalárskeho štúdia?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je zápis do 2. ročníka bakalárskeho štúdia?;Termín zápisu pre 2. ročníka bakalárskeho štúdia?;Dátum zápisu pre 2. ročníka bakalárskeho štúdia?;Ďen zápisu pre 2. ročníka bakalárskeho štúdia?;Zápis pre 2. ročníka bakalárskeho štúdia?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je zápis do 3. ročníka bakalárskeho štúdia?;Termín zápisu pre 3. ročníka bakalárskeho štúdia?;Dátum zápisu pre 3. ročníka bakalárskeho štúdia?;Ďen zápisu pre 3. ročníka bakalárskeho štúdia?;Zápis pre 3. ročníka bakalárskeho štúdia?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je zápis do 1. ročníka inžinierského štúdia?;Termín zápisu pre 1. ročníka inžinierského štúdia?;Dátum zápisu pre 1. ročníka inžinierského štúdia?;Ďen zápisu pre 1. ročníka inžinierského štúdia?;Zápis pre 1. ročníka inžinierského štúdia?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je zápis do 2. ročníka inžinierského štúdia?;Termín zápisu pre 2. ročníka inžinierského štúdia?;Dátum zápisu pre 2. ročníka inžinierského štúdia?;Ďen zápisu pre 2. ročníka inžinierského štúdia?;Zápis pre 2. ročníka inžinierského štúdia?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je zápis do 1. ročníka doktoranského štúdia?;Termín zápisu pre 1. ročníka doktoranského štúdia?;Dátum zápisu pre 1. ročníka doktoranského štúdia?;Ďen zápisu pre 1. ročníka doktoranského štúdia?;Zápis pre 1. ročníka doktoranského štúdia?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je zápis do 2. ročníka doktoranského štúdia?;Termín zápisu pre 2. ročníka doktoranského štúdia?;Dátum zápisu pre 2. ročníka doktoranského štúdia?;Ďen zápisu pre 2. ročníka doktoranského štúdia?;Zápis pre 2. ročníka doktoranského štúdia?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je zápis externého štúdia?;Termín zápisu pre externé?;Dátum zápisu pre externé?;Ďen zápisu pre externé štúdium?;Zápis pre externé štúdium?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je začiatok vyučovania v zimnom semestri?;Dátum začiatku výučby v zimnom semestri?;Kedy je začiatku vyučby v zime?;Prvý deň výučby v zime?;Začiatok vyučby v zime?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Dokedy si môžem zaregistrovať zaverečnú prácu v zimnom semestri?;Kedy sa končí registrovanie prác v zimnom semestri?;Posledný deň na registráciu práce v zimnom semestri?;Koniec registrácie prác v zimnom semestri?;Do akého termínu musím registrovať prácu v zimnom semestri?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Dokedy si môžem podať prihlášku na štátnu skúšku v zimnom semestri?;Kedy sa končí podavanie prihlášiek na štátnu skúšku v zimnom semestri?;Posledný deň na podanie prihlášky na štátnu skúšku v zimnom semestri?;Koniec podávanie prihlášok na štátnu skúšku v zimnom semestri?;Do akého termínu musím podať prihlášku na štátnu skúšku v zimnom semestri?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy sa končí vyučovanie v zimnom semestry?;Dátum konca výučby v zimnom semestri?;Kedy je koniec vyučby v zime?;Posledný deň výučby v zime?;Koniec vyučby v zime?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy začína skúškové obdobie v zimnom semstry?;Kedy je začiatok skúškového v zime?;Začiatok skúškoveho v zimnom semestri kedy?;Zimnný semester dátum začiatok skúškoveho je?;Kedy je prvý den skúškoveho v zimnom semestri?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy sa konajú štátne skúšky v zimnom semestry?;Dátum štátnej skúšky v zime je kedy?;Deň štátnej skúšky v zime?;Kedy bude štátna skúška v zime?;Kedy je štátna skúška v zime?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy končí skúškové obdobie v zimnom semstry?;Kedy je koniec skúškového v zime?;Koniec skúškoveho v zimnom semestri kedy?;Zimný semester dátum konca skúškoveho je?;Kedy je posledný den skúškoveho v zimnom semestri?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy začína vyučovanie v letnom semestri?;Dátum začiatku výučby v letnom semestri?;Kedy je začiatku vyučby v lete?;Prvý deň výučby v lete?;Začiatok vyučby v lete?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Dokedy si môžem zaregistrovať zaverečnú prácu v letnom semestri?;Kedy sa končí registrovanie prác v letnom semestri?;Posledný deň na registráciu práce v letnom semestri?;Koniec registrácie prác v letnom semestri?;Do akého termínu musím registrovať prácu v letnom semestri?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Dokedy si môžem podať prihlášku na štátnu skúšku v letnom semestri?;Kedy sa končí podavanie prihlášiek na štátnu skúšku v letnom semestri?;Posledný deň na podanie prihlášky na štátnu skúšku v letnom semestri?;Koniec podávanie prihlášok na štátnu skúšku v letnom semestri?;Do akého termínu musím podať prihlášku na štátnu skúšku v letnom semestri?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy sa končí vyučovanie v letnom semestri?;Dátum konca výučby v letnom semestri?;Kedy je koniec vyučby v lete?;Posledný deň výučby v lete?;Koniec vyučby v lete?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy začína skúškové obdobie v letnom semestri?;Kedy je začiatok skúškového v lete?;Začiatok skúškoveho v letnom semestri kedy?;Letný semester dátum začiatok skúškoveho je?;Kedy je prvý den skúškoveho v letnom semestri?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy sa konajú štátne skúšky v letnom semestri?;Dátum štátnej skúšky v lete je kedy?;Deň štátnej skúšky v lete?;Kedy bude štátna skúška v lete?;Kedy je štátna skúška v lete?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy končí skúškové obdobie v letnom semestri?;Kedy je koniec skúškového v lete?;Koniec skúškoveho v letnom semestri kedy?;Letný semester dátum konca skúškoveho je?;Kedy je posledný den skúškoveho v letnom semestri?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Posledný termin na podatie prihlášky?;Kedy najneskôr môžem podať prihlášku?;Aký je posledný dátum podania prihlášky?;Do kedy je potrebné podať prihlášku?;Do kedy sapodávajú prihlášky?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Začiatok výberu voliteľných a povinne voliteľných predmetov?;Kedy začína výber povinne voliteľných a voliteľných predmetov?;Kedy si môžem vybrať povinne voliteľné predmety?;Kedy je výber voliteľných predmetov?;Kedy sa začínajú vyberať povinne voliteľné a voliteľné predmety?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Koniec výberu voliteľných a povinne voliteľných predmetov?;Kedy končí výber povinne voliteľných a voliteľných predmetov?;Do kedy si môžem vybrať povinne voliteľné predmety?;Do kedy je výber voliteľných predmetov?;Kedy sa koniec výberu povinne voliteľných a voliteľných predmetov?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Dokedy musím odovzdať vedúcemu inžinierskú záverečnú prácu?;Aký je najneskorší termín odovzdania diplomovej práce vedúcemu?;Kedy musím najneskôr odovzdať diplomovú prácu vedúcemu práce?;Do kedy je treba odovzdať inžiniersku prácu vedúcemu?;Kedy najneskôr musím odovzdať inžiniersku prácu vedúcemu práce?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Dokedy musím odovzdať inžinierskú prácu celkovo?;Aký je najneskorší termín odovzdania diplomovej práce?;Kedy musím najneskôr odovzdať diplomovú prácu?;Do kedy je treba odovzdať inžiniersku prácu?;Kedy najneskôr musím odovzdať inžiniersku prácu?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je posledný termin na uzatvorenie bakalárskeho 1. ročníka?;Do kedy si musím uzatvoriť 1. bakalársky ročník?;Kedy si najneskôr musím uzatvoriť prvý ročník bakalárskeho stupňa?;Do kedy je potrebné uzatvoriť prvý ročník na bakalárovi?;Do kedy je možné uzatvorenie prvého ročníka bakalárskeho stupňa?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je posledný termin na uzatvorenie bakalárskeho 2. ročníka?;Do kedy si musím uzatvoriť 2. bakalársky ročník?;Kedy si najneskôr musím uzatvoriť druhý ročník bakalárskeho stupňa?;Do kedy je potrebné uzatvoriť druhý ročník na bakalárovi?;Do kedy je možné uzatvorenie druhého ročníka bakalárskeho stupňa?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je posledný termin na uzatvorenie bakalárskeho 3. ročníka?;Do kedy si musím uzatvoriť 3. bakalársky ročník?;Kedy si najneskôr musím uzatvoriť tretí ročník bakalárskeho stupňa?;Do kedy je potrebné uzatvoriť posledný ročník na bakalárovi?;Do kedy je možné uzatvorenie tretieho ročníka bakalárskeho stupňa?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je posledný termin na uzatvorenie inžinierského 1. ročníka?;Do kedy si musím uzatvoriť 1. inžiniersky ročník?;Kedy si najneskôr musím uzatvoriť prvý ročník inžinierskeho stupňa?;Do kedy je potrebné uzatvoriť prvý ročník na inžinierovi?;Do kedy je možné uzatvorenie prvého ročníka inžinierskeho stupňa?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je posledný termin na uzatvorenie inžinierského 2. ročníka?;Do kedy si musím uzatvoriť 2. inžiniersky ročník?;Kedy si najneskôr musím uzatvoriť posledný ročník inžinierskeho stupňa?;Do kedy je potrebné uzatvoriť druhý ročník na inžinierovi?;Do kedy je možné uzatvorenie posledného ročníka inžinierskeho stupňa?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy budú promócie ?;Aký je termín promócií?;Kedy sa uskutočnia promócie?;Kedy bude dátum promócií?;Kedy sa konajú promócie?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy má FRI výročie?;Aký je termín výročia fakulty?;Kedy má fakulta riadenia a informatiky výročie?;Aký je dátum výročia fakulty?;Kedy je výročie našej fakulty?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Akademický rok;;JM;Kedy je ukončenie akademického roka?;Kedy končí akademický rok?;Aký je dátum konca akademického roka?;Kedy je koniec akademického roka?;Aký termín má ukončenie akademického roka?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/calendar?section=E&year=2021;;
;;Štúdium;;JM;Kedy sú imatrikulácie?;Kedy sa konajú imatrikulácie?;Aký je termín imatrikulácií?;Kedy sa uskutočnia imatrikulácie?;Aký je dátum imatrikulácií?;Miesto a dátum pre imatrikulácie 2022/23 nebol zverejnený. Pre aktuálne udalosti sledujte www.fri.uniza.sk;;
;;Štúdium;;JM;Sú povinné imatrikulácie?;Musím sa účastniť imatrikulácií?;Musím prísť na imatrikulácie?;Je povinnosť sa dostaviť na imatrikulácie?;Je účasť na imatrikuláciach povinná?;Nie.;;
;;Akademický rok;;JM;Kedy je zápis do ročníka?;Kedy sa uskutoční zápis do ročníka?;Aký je termín zápisu do ročníka?;Kedy sa mám prísť zapísať do ročníka?;Kedy je dátum zápisu do ročníka?;Záleži od ročníka v ktorom sa nachadzate. Obdobie zápisov začína od 1.9.;;
;;Akademický rok;;JM;Je možnosť zápisu online?;Je možné sa zapísať do ročníka online?;Je možný zápis do ročníka online?;Môžem sa zapísať do ročníka online?;Smiem sa zúčastniť zápisu do ročníka online?;NIe.;;
;;Štúdium;;JM;Aké predmety si musim zapísať?;Ktoré predmety je nutné si zapísať?;Ktoré predmety si treba zapísať?;Aké predmety si mám zapísať?;Aké predmety si je povinné zapísať?;Povinné predmety vám budu zapísane automaticky. Ostatné je na vašom rozhodnutí ale odporúčame mať 30 kreditov za semester.;;
;;Miestnosť;;JM;Kde je miestnosť?;Kde sa nachádza miestnosť?;Kde nájdem miestnosť?;Kde je kancelária?;Kde sa nachádza kancelária?;Orientačnú mapu nájdete na linku: https://www.fri.uniza.sk/stranka/orientacna-mapa. Po príchode do danej budovy nasledujte značenie.;;
;;Miestnosť;;JM;Kde je budova?;Kde sa nachádza budova?;Kde nájdem budovu?;;;Orientačnú mapu nájdete na linku: https://www.fri.uniza.sk/stranka/orientacna-mapa.;;
;;Štipendium;;JM;Mam prístup k štipendiu?;Môžem získať štipendium?;Mám nárok na štipendium?;Je možné dostať štipendium?;Môžem dostať štipendium?;Ak ste študentom FRI tak áno.;;
;;Štúdium;;JM;Čo robiť pri stráte hesla?;Čo je potrebné urobiť pri strate hesla?;Ako postupovať pri strate hesla?;Ako mám konať keď zabudnem heslo?;Čo mám robiť ak som zabudol heslo?;Resetovať si heslo.;;
;;ISIC;;JM;Ako si vybaviť isic?;Ako si vybavím preukaz študenta?;Ako si zaobstarám ISIC?;Akým spôsobom si zaistím preukaz študenta?;Akým spôsobom si vybaviť ISIC?;Odpoveď nájdete na https://karty.uniza.sk/Ako-zaplatit-za-novy-preukaz/;;
;;Štúdium;;JM;Da sa zmeniť zameranie na začiatku akademického roka?;Je možné zmeniť odbor na začiatku roka?;Môžem si zmeniť zameranie na začiatku roka?;Môžem prestúpiť na iný odbor na začiatku akademického roka?;Je možné zmeniť štúdijný program v prvom semestri?;Zmenu študijného programu do iného študijného odboru je možné vykonať len cez nové prijímacie konanie. V novom študijnom programe na základe písomnej žiadosti študenta budú uznané splnené povinnosti z predchádzajúceho štúdia. Zápis sa vykoná najneskôr do konca druhého týždňa zimného semestra príslušného akademického roku.;;
;;Akcie;;JM;Čo je to fričkovica?;Kedy je fričkovica?;Ako vyzerá fričkovica?;Čo sa robí na fričkovici?;Z čoho pozostáva fričkovica?;Fričkovica je poločenská akcia v jesennom obdobý s občerstvením (dobrým jedlom a pitím), zaujmavým kolektívom zloženým zo spolužiakov a profesorov a skvelým programom pozostávajúcim z hudby a zábavných aktivít a súťaží.;;
;;Štúdium;;JM;Aké mám povinné predmety?;Kde nájdem svoje povinné predmety?;Aké mám mať povinné predmety?;Aké povinné predmety mám zapísané?;Kde sú všetky povinné predmety?;Na stránke si môžete navoliť ročník a zameranie a nájdete povinné predmety v daný rok. Link na stránku: https://vzdelavanie.uniza.sk/vzdelavanie/plany.php;;
;;Štúdium;;JM;Aké mám povinné volitelné predmety?;Kde nájdem svoje povinne voliteľné predmety?;Aké mám mať povinne voliteľné predmety?;Aké povinne voliteľné predmety si mám zapísať?;Kde sú všetky povinne voliteľné predmety?;Na stránke si môžete navoliť ročník a zameranie a nájdete povinné voliteľné predmety v daný rok. Link na stránku: https://vzdelavanie.uniza.sk/vzdelavanie/plany.php;;
;;Štúdium;;JM;Aké mám volitelné predmety?;Kde nájdem svoje voliteľné predmety?;Aké mám mať voliteľné predmety?;Aké voliteľné predmety si mám zapísať?;Kde sú všetky voliteľné predmety?;Na stránke si môžete navoliť ročník a zameranie a nájdete voliteľné predmety v daný rok. Link na stránku: https://vzdelavanie.uniza.sk/vzdelavanie/plany.php;;
;;Kredity;;;Koľko kreditov potrebujem z povinne voliteľných predmetov v bakalarskom štúdiu v odbore Počítačové inžinierstvo?;Koľko kreditov z povinne voliteľných predmetov potrebujem pre zameranie Počítačové inžinierstvo?;Aký je minimálny počet kreditov z povinne voliteľných predmetov pre odbor Počítačové inžinierstvo v bakalárskom stupni?;Aspoň koľko kreditov musí mať pre štúdijný program Počítačové inžinierstvo? ;Koľko kreditov z povinne voliteľných predmetov potrebujem pre štúdijný program Počítačové inžinierstvo? ;Potrebuješ minimálne 15 kreditov.;;
;;Kredity;;;Koľko kreditov potrebujem z povinne voliteľných predmetov v bakalarskom štúdiu v odbore Manažment?;Koľko kreditov z povinne voliteľných predmetov potrebujem pre zameranie Manažment?;Aký je minimálny počet kreditov z povinne voliteľných predmetov pre odbor Manažment?;Aspoň koľko kreditov musí mať pre štúdijný program Manažment? ;Koľko kreditov z povinne voliteľných predmetov potrebujem pre štúdijný program Manažment? ;Potrebuješ minimálne 15 kreditov.;;
;;Kredity;;;Koľko kreditov potrebujem z povinne voliteľných predmetov v bakalarskom štúdiu v odbore Informačné a sieťové technológie?;Koľko kreditov z povinne voliteľných predmetov potrebujem pre zameranie Informačné a sieťové technológie?;Aký je minimálny počet kreditov z povinne voliteľných predmetov pre odbor Informačné a sieťové technológie?;Aspoň koľko kreditov musí mať pre štúdijný program Informačné a sieťové technológie? ;Koľko kreditov z povinne voliteľných predmetov potrebujem pre štúdijný program Informačné a sieťové technológie? ;Potrebuješ minimálne 20 kreditov.;;
;;Kredity;;;Koľko kreditov potrebujem z povinne voliteľných predmetov v bakalarskom štúdiu v odbore Informatika a riadenie?;Koľko kreditov z povinne voliteľných predmetov potrebujem pre zameranie Informatika a riadenie?;Aký je minimálny počet kreditov z povinne voliteľných predmetov pre odbor Informatika a riadenie?;Aspoň koľko kreditov musí mať pre štúdijný program Informatika a riadenie? ;Koľko kreditov z povinne voliteľných predmetov potrebujem pre štúdijný program Informatika a riadenie? ;Potrebuješ minimálne 15 kreditov.;;
;;Kredity;;JM;Koľko kreditov potrebujem z povinne voliteľných predmetov v bakalarskom štúdiu v odbore Informatika?;Koľko kreditov z povinne voliteľných predmetov potrebujem pre zameranie Informatika?;Aký je minimálny počet kreditov z povinne voliteľných predmetov pre odbor Informatika?;Aspoň koľko kreditov musí mať pre štúdijný program Informatika? ;Koľko kreditov z povinne voliteľných predmetov potrebujem pre štúdijný program Informatika? ;Potrebuješ minimálne 15 kreditov.;;
;;Kredity;;JM;Koľko kreditov potrebujem z povinne voliteľných predmetov inžinierskom štúdiu v odbore Informačné systémy?;Koľko kreditov z povinne voliteľných predmetov potrebujem pre zameranie Informačné systémy?;Aký je minimálny počet kreditov z povinne voliteľných predmetov pre odbor Informačné systémy?;Aspoň koľko kreditov musí mať pre štúdijný program Informačné systémy? ;Koľko kreditov z povinne voliteľných predmetov potrebujem pre štúdijný program Informačné systémy? ;Potrebuješ minimálne 15 kreditov.;;
;;Kredity;;JM;Koľko kreditov potrebujem z povinne voliteľných predmetov inžinierskom štúdiu v odbore Biomedicínska informatika?;Koľko kreditov z povinne voliteľných predmetov potrebujem pre zameranie Biomedicínska informatika?;Aký je minimálny počet kreditov z povinne voliteľných predmetov pre odbor Biomedicínska informatika?;Aspoň koľko kreditov musí mať pre štúdijný program Biomedicínska informatika? ;Koľko kreditov z povinne voliteľných predmetov potrebujem pre štúdijný program Biomedicínska informatika? ;Potrebuješ minimálne 15 kreditov.;;
;;Kredity;;JM;Koľko kreditov potrebujem z povinne voliteľných predmetov inžinierskom štúdiu v odbore Inteligentné informačné systémy ?;Koľko kreditov z povinne voliteľných predmetov potrebujem pre zameranie Inteligentné informačné systém?;Aký je minimálny počet kreditov z povinne voliteľných predmetov pre odbor Inteligentné informačné systém?;Aspoň koľko kreditov musí mať pre štúdijný program Inteligentné informačné systém? ;Koľko kreditov z povinne voliteľných predmetov potrebujem pre štúdijný program Inteligentné informačné systém? ;Potrebuješ minimálne 25 kreditov.;;
;;Kredity;;JM;Koľko kreditov potrebujem z povinne voliteľných predmetov inžinierskom štúdiu v odbore Počítačové inžinierstvo?;Koľko kreditov z povinne voliteľných predmetov potrebujem pre zameranie Počítačové inžinierstvo?;Aký je minimálny počet kreditov z povinne voliteľných predmetov pre odbor Počítačové inžinierstvo?;Aspoň koľko kreditov musí mať pre štúdijný program Počítačové inžinierstvo? ;Koľko kreditov z povinne voliteľných predmetov potrebujem pre štúdijný program Počítačové inžinierstvo pre inžiniersky stupeň? ;Potrebuješ minimálne 15 kreditov.;;
;;Kredity;;JM;Koľko kreditov potrebujem z povinne voliteľných predmetov inžinierskom štúdiu v odbore Informačný manažment?;Koľko kreditov z povinne voliteľných predmetov potrebujem pre zameranie Informačný manažment?;Aký je minimálny počet kreditov z povinne voliteľných predmetov pre odbor Informačný manažment?;Aspoň koľko kreditov musí mať pre štúdijný program Informačný manažment? ;Koľko kreditov z povinne voliteľných predmetov potrebujem pre štúdijný program Informačný manažment? ;Potrebuješ minimálne 15 kreditov.;;
;;Kredity;;JM;Koľko kreditov potrebujem z povinne voliteľných predmetov inžinierskom štúdiu v odbore Aplikované sieťové inžinierstvo?;Koľko kreditov z povinne voliteľných predmetov potrebujem pre zameranie Aplikované sieťové inžinierstvo?;Aký je minimálny počet kreditov z povinne voliteľných predmetov pre odbor Aplikované sieťové inžinierstvo?;Aspoň koľko kreditov musí mať pre štúdijný program Aplikované sieťové inžinierstvo? ;Koľko kreditov z povinne voliteľných predmetov potrebujem pre štúdijný program Aplikované sieťové inžinierstvo? ;Potrebuješ minimálne 28 kreditov.;;
;;Kredity;;JM;Koľko kreditov potrebujem na ukončenie bakalárskeho štúdia?;Koľko kreditov potrebujem za bakalárske štúdium?;Aký je minimálny počet kreditov z predmetov za bakalársky stupeň?;Aspoň koľko kreditov musím mať z bakalárskeho stupňa? ;Koľko kreditov musím mať pre ukončenie bakalárskeho štúdia? ;Potrebuješ minimálne 180 kreditov.;;
;;Kredity;;JM;Koľko kreditov potrebujem na ukončenie inžinierského štúdia?;Koľko kreditov potrebujem za inžinierske štúdium?;Aký je minimálny počet kreditov z predmetov za inžiniersky stupeň?;Aspoň koľko kreditov musím mať z inžinierskeho stupňa? ;Koľko kreditov musím mať pre ukončenie inžinierskeho štúdia? ;Potrebuješ minimálne 120 kreditov.;;
;;Kredity;;JM;Koľko kreditov potrebujem z voliteľných predmetov v bakalarskom štúdiu?;Koľko kreditov potrebujem z voliteľných predmetov pre bakalárske štúdium?;Aký je minimálny počet kreditov z voliteľných predmetov pre bakalársky stupeň?;Aspoň koľko kreditov musím mať z voliteľných predmetov z bakalárskeho stupňa? ;Koľko kreditov musím mať z voliteľných predmetov pre ukončenie bakalárskeho štúdia? ;Z voliteľných predmetov nepotrebuješ žiadne kredity.;;
;;Kredity;;JM;Koľko kreditov potrebujem z voliteľných predmetov inžinierskom štúdiu?;Koľko kreditov potrebujem z voliteľných predmetov pre inžinierske štúdium?;Aký je minimálny počet kreditov z voliteľných predmetov pre inžiniersky stupeň?;Aspoň koľko kreditov musím mať z voliteľných predmetov z inžinierskeho stupňa? ;Koľko kreditov musím mať z voliteľných predmetov pre ukončenie inžinierskeho štúdia? ;Z voliteľných predmetov nepotrebuješ žiadne kredity.;;
;;Štúdium;;JM;Musím opakovať povinný predmet ked som dostal Fx?;Je potrebné opakovať povinný predmet ak bol ohodnotený známkou nedostatočne?;Je nutné znova robiť povinný predmet ak som dostal Fx?;Budem musieť opakovať povinný predmet ak som z neho mal známku Fx?;Bude treba znova opakovať povinný predmet ak som dostal Fx?;Áno.;;
;;Štúdium;;JM;Musím opakovať povinne voliteľný predmet?;Je potrebné opakovať povinne voliteľný predmet ak bol ohodnotený známkou nedostatočne?;Je nutné znova robiť povinne voliteľný predmet ak som dostal Fx?;Budem musieť opakovať povinne voliteľný predmet ak som z neho mal známku Fx?;Bude treba znova opakovať povinne voliteľný predmet ak som dostal Fx?;Nie.;;
;;Štúdium;;JM;Musím opakovať voliteľný predmet?;Je potrebné opakovať voliteľný predmet ak bol ohodnotený známkou nedostatočne?;Je nutné znova robiť voliteľný predmet ak som dostal Fx?;Budem musieť opakovať voliteľný predmet ak som z neho mal známku Fx?;Bude treba znova opakovať voliteľný predmet ak som dostal Fx?;Nie.;;
;;Štúdium;;JM;Koľko krát môžem opakovať predmet?;Koľko ráz je možné opakovať predmet?;Môžem predmet opakovať viackrát?;Koľko pokusov mám na urobenie predmetu?;Koľko ráz smiem opakovať predmet?;Predmet môžete opakovať 1 krát, s povolením dekana 2 krát.;;
;;Štúdium;;JM;Je limit koľko predmetov možem nezvládnuť?;Je maximálny počet predmetov, ktoré môžem opakovať?;Koľko môžem mximálne preniesť predmetov?;Aký je limit prenesených predmetov?;Aké je maximálne číslo predmetov ktoré opakujem?;Na počet predmetov, ktoré si prenášate do ďalšieho ročníka nie je limit.;;
;;;;;Aký priemer známok potrebujem na červený diplom na bakalárskom štúdiu?;Ako môžem získať štúdium s vyznamenaním na 1. stupni?;S akým priemerom získam červený diplom na bakalárskom stupni?;Aký priemer potrebujem na červený diplom na 1. stupni?;Čo potrebujem na štúdium s vyznamenaním na bakalárovi?;Štúdium s vyznamenaním získa študent, ktorý vykonal štátnu skúšku s klasifikáciou „výborne“ a dosiahol celkový vážený priemer známok 1,3 (1,4 ak aspoň jeden semester štúdia absolvoval v zahraničí);;
;;Štúdium;;JM;Aký priemer známok potrebujem na červený diplom na inžinierskom štúdiu?;Ako môžem získať štúdium s vyznamenaním na 2. stupni?;S akým priemerom získam červený diplom na inžinierskom stupni?;Aký priemer potrebujem na červený diplom na 2. stupni?;Čo potrebujem na štúdium s vyznamenaním na inžinierovi?;Štúdium s vyznamenaním získa študent, ktorý vykonal štátnu skúšku s klasifikáciou „výborne“ a dosiahol celkový vážený priemer známok max. 1,2 (1,4 ak aspoň jeden semester štúdia absolvoval v zahraničí);;
